Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions,Raining Today,Raining Tomorrow
"Harare, Zimbabwe",4/8/2017,21,7,16,5.2,,0,,,11.2,196,,13.7,23,49.49,Clear,No,No
"Harare, Zimbabwe",5/8/2017,22,8.9,15.2,7.8,,0,,,13,100.3,,11.7,29.5,57.77,Partially cloudy,No,No
"Harare, Zimbabwe",6/8/2017,23.1,9,16.7,7.6,,0,,,18.4,126.41,,12.2,5.9,44.27,Clear,No,No
"Harare, Zimbabwe",7/8/2017,22,8.7,15.5,7,,0,,,24.1,97,,12.5,5.7,46.78,Clear,No,No
"Harare, Zimbabwe",8/8/2017,21,8,14.2,5.3,,0,,,22.3,104.71,,12.6,10.5,57.41,Clear,No,No
"Harare, Zimbabwe",9/8/2017,21.2,7,13.7,3.6,,0,,,20.5,115.86,,13.3,1.8,51.96,Clear,No,No
"Harare, Zimbabwe",10/8/2017,21.3,6.9,13.8,5.1,,0,,,15,99.26,,12.4,10.4,61.85,Clear,No,No
"Harare, Zimbabwe",11/8/2017,23,5.7,14.6,4.8,,0,,,13,77.55,,12.7,8.8,61.37,Clear,No,No
"Harare, Zimbabwe",12/8/2017,24,9.6,16.7,7.9,,0,,,13,79.58,,13.3,1.9,53.76,Clear,No,No
"Harare, Zimbabwe",13/8/2017,24,8,17,7.4,,0,,,20.5,74.8,,13.5,2,52.13,Clear,No,No
"Harare, Zimbabwe",14/8/2017,24,9,16.2,7.3,,0,,,14.8,124.84,,13.2,5.7,52.96,Clear,No,No
"Harare, Zimbabwe",15/8/2017,24,7.2,15.4,5.8,,0,,,14.5,108.95,,11.8,0.4,50.85,Clear,No,No
"Harare, Zimbabwe",16/8/2017,25,8,16.8,6.8,,0,,,16.6,152.25,,12.2,0.5,46.63,Clear,No,No
"Harare, Zimbabwe",17/8/2017,26.1,12,19.1,,,0,,,24.1,157.27,,11.4,0.5,35.12,Clear,No,No
"Harare, Zimbabwe",18/8/2017,27.5,11,19.2,,26.3,0,,,16.6,125.89,,11.3,0.1,37.32,Clear,No,No
"Harare, Zimbabwe",19/8/2017,22,9,13.3,7,,0,,,16.6,129.15,,11.1,34.2,78.11,Partially cloudy,No,No
"Harare, Zimbabwe",20/8/2017,22,7.2,14.5,5.4,,0,,,18.4,119.22,,11.7,5.5,70.19,Clear,No,No
"Harare, Zimbabwe",21/8/2017,22.2,6,14.2,5.1,,0,,,14.8,123.81,,10.9,0,61.97,Clear,No,No
"Harare, Zimbabwe",22/8/2017,26,5.9,16.6,4.3,,0,,,14.6,163.59,,11.9,0.4,52.46,Clear,No,No
"Harare, Zimbabwe",23/8/2017,28.1,8,17.9,7.4,26.7,0,,,13,121.95,,11.9,0,44.44,Clear,No,No
"Harare, Zimbabwe",24/8/2017,28,12.1,19.1,,26.7,0,,,18.4,68.37,,9,0,38.9,Clear,No,No
"Harare, Zimbabwe",25/8/2017,28,12,20.3,,26.7,0,,,18.4,79.05,,10,0,37.15,Clear,No,No
"Harare, Zimbabwe",26/8/2017,25,12,18.9,,,0,,,22.3,74.48,38.9,9.3,6.6,58.51,Clear,No,No
"Harare, Zimbabwe",27/8/2017,25.8,9,18.1,7.9,,0,,,24.1,78.05,,11.6,1,45.31,Clear,No,No
"Harare, Zimbabwe",28/8/2017,23,8,15.6,6.4,,0,,,22.3,115,37.1,11.6,7.2,57.23,Clear,No,No
"Harare, Zimbabwe",29/8/2017,24,9,16.3,7,,0,,,16.3,97.71,,12.5,1.3,50.68,Clear,No,No
"Harare, Zimbabwe",30/8/2017,28,5,17.1,4,26.6,0,,,18.4,121.09,,12.5,0,41.86,Clear,No,No
"Harare, Zimbabwe",31/8/2017,27,7,16.9,5.6,26,0,,,20.5,106.82,,12.9,0,36.59,Clear,No,No
"Harare, Zimbabwe",1/9/2017,29,8,18.6,7.1,27.4,0,,,22.3,88.22,42.5,11.3,0,34.1,Clear,No,No
"Harare, Zimbabwe",2/9/2017,25,11,16.8,,,0,,,20.5,124.21,,10.8,2.2,56.24,Clear,No,No
"Harare, Zimbabwe",3/9/2017,23,9.9,15.7,8.3,,0,,,18.9,137.74,,11.9,4.8,62.16,Clear,No,No
"Harare, Zimbabwe",4/9/2017,22.1,7,14.4,5.2,,0,,,22.3,98.55,,12.3,7.4,52.78,Clear,No,No
"Harare, Zimbabwe",5/9/2017,23,4,15.3,6.7,,0,,,20.5,58.81,,12.6,6.3,54.26,Clear,No,No
"Harare, Zimbabwe",6/9/2017,25,7,16.2,4.8,,0,,,16.6,66.86,,11.9,1,50.48,Clear,No,No
"Harare, Zimbabwe",7/9/2017,27.1,11.1,19.4,,26.3,0,,,24.1,70.83,,11.4,0,45.94,Clear,No,No
"Harare, Zimbabwe",8/9/2017,28,13,20.6,,26.8,0,,,24.1,72.78,,10.9,0,44.94,Clear,No,No
"Harare, Zimbabwe",9/9/2017,29,12.8,22.3,,27.6,0,,,15.6,78.17,,11.6,0,40.38,Clear,No,No
"Harare, Zimbabwe",10/9/2017,29,13.1,21.7,,27.6,0,,,18.4,76.5,,10,0,42.51,Clear,No,No
"Harare, Zimbabwe",11/9/2017,27.3,12,20,,26.3,0,,,20.5,71.15,,10.5,0,41.71,Clear,No,No
"Harare, Zimbabwe",12/9/2017,28,11.1,19.8,,26.7,0,,,18.4,78.45,,11.1,0,38.45,Clear,No,No
"Harare, Zimbabwe",13/9/2017,28,10,19.4,,26.7,0,,,16.6,65.57,31.7,11.2,0,39.1,Clear,No,No
"Harare, Zimbabwe",14/9/2017,32,13,21.9,,29.8,0,,,16.6,96.84,,11.3,0,32.82,Clear,No,No
"Harare, Zimbabwe",15/9/2017,28.8,14,21.4,,27.3,0,,,18.4,82.72,,6.8,0,33.99,Clear,No,No
"Harare, Zimbabwe",16/9/2017,30.2,12,21.5,,28.3,0,,,16.6,67.53,37.1,8.5,0,32.92,Clear,No,No
"Harare, Zimbabwe",17/9/2017,30.9,12.8,22.7,,28.8,0,,,22.3,83.79,,8.6,0,31.64,Clear,No,No
"Harare, Zimbabwe",18/9/2017,29,16.4,23,,27.6,0,,,37.1,60.79,,7.4,0,37.31,Clear,No,No
"Harare, Zimbabwe",19/9/2017,28,13,20.7,,27.2,0,,,24.1,65.14,,6.1,0,52.4,Clear,No,No
"Harare, Zimbabwe",20/9/2017,28,14.2,21.9,,27.2,0,,,25.9,77.18,48.2,8.2,12.4,55.79,Clear,No,No
"Harare, Zimbabwe",21/9/2017,28,11,20.3,,27.1,0,,,20.5,85.55,37.1,9.1,17.2,62.66,Clear,No,No
"Harare, Zimbabwe",22/9/2017,29.2,11,20.8,,27.8,0,,,18.4,79.11,,9,2.3,50.84,Clear,No,No
"Harare, Zimbabwe",23/9/2017,32,11,22.6,,29.8,0,,,22.3,108.61,38.9,9.9,0,38.96,Clear,No,No
"Harare, Zimbabwe",24/9/2017,28.1,13,21,,27.1,0,,,16.6,93,,11.2,0.5,51.52,Clear,No,No
"Harare, Zimbabwe",25/9/2017,30,12,21.6,,28.3,0,,,18.7,61.42,,11,0.9,54.65,Clear,No,No
"Harare, Zimbabwe",26/9/2017,31.9,14,23.1,,29.9,0,,,18.1,90.35,,11.2,1.3,43.35,Clear,No,No
"Harare, Zimbabwe",27/9/2017,31.2,18,23.7,,29.4,0,,,31.7,96,40.7,8.5,28,40.65,Partially cloudy,No,Yes
"Harare, Zimbabwe",28/9/2017,29,16,21.5,,27.8,5,,,27.7,111.25,,8.9,6.7,55.68,Rain,Yes,No
"Harare, Zimbabwe",29/9/2017,25,13,18.6,,,0,,,22.3,89.22,,11.1,11.4,69.99,Clear,No,No
"Harare, Zimbabwe",30/9/2017,27.2,12,21.8,,26.5,0,,,18.4,71.11,35.3,12.2,5.4,48.06,Clear,No,No
"Harare, Zimbabwe",1/10/2017,28,14,21.9,,27,0,,,22.3,75.13,,12.6,5,48.38,Clear,No,No
"Harare, Zimbabwe",2/10/2017,28,17,23.8,,27,0,,,22.3,69.5,,10.6,14.1,40.47,Clear,No,No
"Harare, Zimbabwe",3/10/2017,28,15,21.6,,27.2,0,,,29.5,75,42.5,10.8,12,52.49,Clear,No,Yes
"Harare, Zimbabwe",4/10/2017,28,16,22.1,,27.3,40,,,27.7,67.88,38.9,10.7,8.4,51.22,Rain,Yes,No
"Harare, Zimbabwe",5/10/2017,29,17,22.8,,28,0,,,31.7,66.82,,9.9,19.6,50.34,Clear,No,No
"Harare, Zimbabwe",6/10/2017,28,16.3,21.9,,27.2,0,,,28.7,80,,8.9,24.3,51.47,Clear,No,No
"Harare, Zimbabwe",7/10/2017,27.1,15.7,21.2,,26.8,0,,,25.9,70.24,,7,39.7,56.52,Partially cloudy,No,No
"Harare, Zimbabwe",8/10/2017,30,18,24.1,,28.9,0,,,24.1,68.55,,7.3,41.1,47.3,Partially cloudy,No,No
"Harare, Zimbabwe",9/10/2017,26,16,20.4,,,0,,,14.8,198.64,,7.8,80.4,65.09,Overcast,No,Yes
"Harare, Zimbabwe",10/10/2017,30.1,18,24.7,,29.3,2.3,,,22.3,169,,10,25.8,55.86,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",11/10/2017,32.1,17,24.2,,30.2,0,,,18.7,163.74,,11.2,2.6,51.71,Clear,No,No
"Harare, Zimbabwe",12/10/2017,31.1,12.9,22.4,,29,0,,,20.5,155.32,,12.3,14.3,43.63,Clear,No,No
"Harare, Zimbabwe",13/10/2017,29,12.8,21.1,,27.4,0,,,24.1,114.81,,13,6.4,44.61,Clear,No,No
"Harare, Zimbabwe",14/10/2017,27.1,10,19.5,,26.2,0,,,18.4,107.67,,13.7,7.9,53.48,Clear,No,No
"Harare, Zimbabwe",15/10/2017,32.3,11.9,23,,30,0,,,18.4,82.63,,13.4,0.9,38.13,Clear,No,No
"Harare, Zimbabwe",16/10/2017,34,13,25,,31.5,0,,,18.4,94.75,,10.9,1.2,30.39,Clear,No,No
"Harare, Zimbabwe",17/10/2017,35.2,19,26.8,,32.7,0,,,24.1,101.71,,10.1,3.1,22.81,Clear,No,No
"Harare, Zimbabwe",18/10/2017,34.7,18,24.2,,32.2,0,,,20.5,119.94,,7,8.7,42.23,Clear,No,No
"Harare, Zimbabwe",19/10/2017,29.1,15.9,21.9,,28.6,0,,,22.3,63.05,,5.4,39.1,65.43,Partially cloudy,No,No
"Harare, Zimbabwe",20/10/2017,33.2,18,25.7,,33.5,0,,,24.9,68.23,,6.9,51.4,47.71,Partially cloudy,No,No
"Harare, Zimbabwe",21/10/2017,32,16,24.3,,30.1,0,,,25.9,103.48,,9,34.8,51.19,Partially cloudy,No,No
"Harare, Zimbabwe",22/10/2017,29,16.2,22.3,,28,0,,,25.9,96.13,,11.6,1.9,60.72,Clear,No,No
"Harare, Zimbabwe",23/10/2017,31,14.8,23.2,,29,0,,,22.3,69.32,37.1,12.9,3.1,45.03,Clear,No,No
"Harare, Zimbabwe",24/10/2017,32,16,25.4,,29.9,0,,,20.5,85,29.5,11.9,3.2,33.74,Clear,No,No
"Harare, Zimbabwe",25/10/2017,33,17.9,25.9,,30.8,0,,,25.9,73.72,,11.9,4.3,33.31,Clear,No,No
"Harare, Zimbabwe",26/10/2017,34.1,20.9,26.8,,32.1,0,,,31.7,76,,10.8,13.6,35.52,Clear,No,No
"Harare, Zimbabwe",27/10/2017,31,19,25.7,,29.5,0,,,27.7,87.36,,10.2,52.4,43.22,Partially cloudy,No,Yes
"Harare, Zimbabwe",28/10/2017,18,13,15.6,,,4,,,25.9,146.19,,12.4,95.1,92.23,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",29/10/2017,21,11.9,15.1,,,0.8,,,25.9,132.5,,13.9,76.8,82.09,"Rain, Overcast",Yes,No
"Harare, Zimbabwe",30/10/2017,25.2,12.2,17.8,,,0,,,16.6,135.26,,13.8,48.1,68.51,Partially cloudy,No,No
"Harare, Zimbabwe",31/10/2017,28,11.7,20,,27,0,,,18.4,133.57,,13.1,6.2,54.25,Clear,No,No
"Harare, Zimbabwe",1/11/2017,27.2,12.2,20.5,,26.6,0,,,16.6,86.21,,12.1,8.6,50.3,Clear,No,No
"Harare, Zimbabwe",2/11/2017,28.9,13.9,20.3,,28,0,,,25.9,66.39,44.6,12.2,20.8,63.39,Clear,No,Yes
"Harare, Zimbabwe",3/11/2017,28.1,14.8,21.9,,27.2,7,,,22.3,94.35,,12.8,6.4,59.08,Rain,Yes,No
"Harare, Zimbabwe",4/11/2017,28.8,15.1,21.7,,27.5,0,,,14.8,125.78,,13.2,6.3,48.81,Clear,No,No
"Harare, Zimbabwe",5/11/2017,28,13.7,20.7,,27,0,,,16.6,105.95,33.5,12.3,7.1,49.7,Clear,No,No
"Harare, Zimbabwe",6/11/2017,30,10.9,23.1,,28.2,0,,,18.4,100.79,,12.8,1.7,37.41,Clear,No,No
"Harare, Zimbabwe",7/11/2017,32,16,24.5,,29.8,0,,,18.6,76.91,35.3,12.1,1.8,29.24,Clear,No,No
"Harare, Zimbabwe",8/11/2017,33.9,18.9,26.2,,31.5,0,,,26.6,119.79,,12.7,6.4,33.08,Clear,No,No
"Harare, Zimbabwe",9/11/2017,27,17.7,21,,27.1,0,,,25.9,78.18,42.5,11.5,44,70.74,Partially cloudy,No,Yes
"Harare, Zimbabwe",10/11/2017,22,16.7,18.5,,,4.95,,,31.7,94.57,,11.6,43.2,91.3,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",11/11/2017,26,16.4,20,,,5,,,22.3,100.5,,12.9,60.2,82.03,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",12/11/2017,26,17,20.6,,,19,,,25.9,83,,12.8,66.8,80.57,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",13/11/2017,22.7,16.1,18.7,,,26.9,,,22.3,63.11,,13.9,62.4,94.19,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",14/11/2017,27,17.8,20.5,,27.4,6.34,,,25.9,116.79,,13.9,63.8,87.48,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",15/11/2017,26.3,17,21.2,,,0,,,27.7,185.79,,13.2,48.9,75.49,Partially cloudy,No,No
"Harare, Zimbabwe",16/11/2017,24,18,20,,,0,,,18.4,223.87,,11.5,53.7,83.01,Partially cloudy,No,Yes
"Harare, Zimbabwe",17/11/2017,24,15.4,18.1,,,2,,,22.3,93.91,,13.3,61,95.94,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",18/11/2017,22,15,18.1,,,14.29,,,24.1,72.73,,13.6,71.1,89.87,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",19/11/2017,26,16.2,19,,,0,,,27.7,79.48,,13,72.9,87.92,Partially cloudy,No,Yes
"Harare, Zimbabwe",20/11/2017,28,17,23.2,,27.2,3.48,,,16.6,76.64,,13.9,18.4,55.32,Rain,Yes,No
"Harare, Zimbabwe",21/11/2017,30,14.2,22.6,,28.7,0,,,14.8,116.11,,12.8,4.3,55.26,Clear,No,No
"Harare, Zimbabwe",22/11/2017,29,16.8,22.8,,28.2,0,,,22.3,73.09,,12,29.2,58.89,Partially cloudy,No,No
"Harare, Zimbabwe",23/11/2017,28,18,21.7,,28.3,0,,,22.3,80.14,,11.3,38,74.54,Partially cloudy,No,Yes
"Harare, Zimbabwe",24/11/2017,25.1,17,21.1,,,3.04,,,18.1,88,,12.2,47.9,75.8,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",25/11/2017,26,17.4,21.9,,,0,,,18.4,167.53,,13.5,50.2,71.35,Partially cloudy,No,Yes
"Harare, Zimbabwe",26/11/2017,23.1,16.1,18.8,,,56,,,22.3,96.11,,13,55.8,90.72,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",27/11/2017,21,15,17.9,,,3,,,18.4,101.56,,8.5,69.1,97.4,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",28/11/2017,23,15,17.9,,,3.28,,,16.6,97.67,,12,75.6,88.17,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",29/11/2017,25,14.1,18.9,,,0.2,,,18.4,82.89,,13.6,64.6,84.87,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",30/11/2017,27,14.9,21,,27.3,1.04,,,20.5,87.95,,13.4,59.5,70.98,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",1/12/2017,28,14,22.3,,27.8,0,,,20.5,85.33,,12.9,38.3,59.65,Partially cloudy,No,No
"Harare, Zimbabwe",2/12/2017,29,15.7,21.9,,28.4,0,,,24.1,77.86,,13.3,14.8,57.51,Clear,No,No
"Harare, Zimbabwe",3/12/2017,22,19,20.7,,,0,,,11.2,46.67,,10,0,61.69,Clear,No,No
"Harare, Zimbabwe",4/12/2017,30,17,24,,29.2,0,,,24.1,77.22,,12.9,21.5,48.99,Clear,No,No
"Harare, Zimbabwe",5/12/2017,29,15.7,23.1,,28,0,,,22.3,73.63,,13.7,19.6,49.65,Clear,No,No
"Harare, Zimbabwe",6/12/2017,28,16,21.2,,27.8,0,,,18.4,103.52,,11.1,47.2,79.28,Partially cloudy,No,Yes
"Harare, Zimbabwe",7/12/2017,27,16,20.6,,27.5,26,,,19,117.52,,13,43.2,78.21,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",8/12/2017,23,16.2,19.3,,,1.69,,,20.5,133.04,,13.7,56.2,80.26,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",9/12/2017,25,14.1,19.6,,,0,,,16.6,91.18,,13.3,58.1,76.82,Partially cloudy,No,No
"Harare, Zimbabwe",10/12/2017,25.9,16.1,20.8,,,0,,,18.4,76.55,,13.1,43.6,73.69,Partially cloudy,No,No
"Harare, Zimbabwe",11/12/2017,22,17.8,19.7,,,0,,,20.5,63.79,,12.8,41.2,72.5,Partially cloudy,No,No
"Harare, Zimbabwe",12/12/2017,27,17,22.2,,27.5,0,,,25.9,78.52,,12.3,49.8,67.11,Partially cloudy,No,Yes
"Harare, Zimbabwe",13/12/2017,26,19,21.4,,,1,,,24.1,51.18,,14.3,61.3,79.07,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",14/12/2017,25,18,20.8,,,13.21,,,13.5,132,,13.3,52.8,88.82,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",15/12/2017,25,17,21.2,,,10.57,,,25.9,120.83,38.9,13.3,54,78.63,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",16/12/2017,26,14.8,20.3,,,0,,,18.4,96.36,,12.7,52.2,76.44,Partially cloudy,No,No
"Harare, Zimbabwe",17/12/2017,28,12.1,21.5,,28.3,0,,,22.3,64.95,,12.9,21.2,69.79,Clear,No,Yes
"Harare, Zimbabwe",18/12/2017,30,15.2,23.2,,29.4,2,,,24.1,67.57,22.3,13.8,7.1,59.54,Rain,Yes,No
"Harare, Zimbabwe",19/12/2017,30,18,23.7,,30,0,,,24.1,76.64,,12.4,29.4,65.11,Partially cloudy,No,Yes
"Harare, Zimbabwe",20/12/2017,27,18.1,22.3,,27.5,0.5,,,22.3,89.27,38.9,13.7,47.3,73.6,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",21/12/2017,27.1,17.2,21.9,,27.6,1.01,,,22.3,74.09,,13.4,54.1,80.55,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",22/12/2017,28,18,23,,28.9,2,,,20.5,57.92,,13.5,70.6,77.4,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",23/12/2017,26.1,18.9,21.6,,,7,,,14.8,188.73,,13.2,56.4,88.12,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",24/12/2017,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",25/12/2017,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",26/12/2017,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",27/12/2017,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",28/12/2017,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",29/12/2017,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",30/12/2017,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",31/12/2017,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",1/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",2/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",3/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",4/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",5/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",6/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",7/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",8/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",9/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",10/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",11/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",12/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",13/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",14/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",15/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",16/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",17/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",18/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",19/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",20/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",21/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",22/1/2018,,,,,,0,,,,,,,,,,No,No
"Harare, Zimbabwe",23/1/2018,28.3,24.8,26.4,,27.6,0,,,13,199.17,,17.2,28,41.92,Partially cloudy,No,No
"Harare, Zimbabwe",24/1/2018,29.5,17,24.8,,28.7,0,,,18.4,142.75,,16.1,29.5,52.25,Partially cloudy,No,No
"Harare, Zimbabwe",25/1/2018,27.4,17.2,22.6,,27.6,0,,,16.6,109.71,,15.7,48.4,64.01,Partially cloudy,No,No
"Harare, Zimbabwe",26/1/2018,28,15,23,,27.3,0,,,20.5,123.77,,14.7,16.2,52.14,Clear,No,No
"Harare, Zimbabwe",27/1/2018,27,14,20.2,,26.8,0,,,19,55,,13,19.4,64.71,Clear,No,No
"Harare, Zimbabwe",28/1/2018,29,17.9,22.7,,28.4,0,,,20.5,72.43,,12.8,36.2,60.7,Partially cloudy,No,No
"Harare, Zimbabwe",29/1/2018,25.6,18,21.1,,,0,,,20.5,88,,14.3,50.7,75.22,Partially cloudy,No,Yes
"Harare, Zimbabwe",30/1/2018,26,17,20.8,,,4.03,,,16.8,110.71,,12.9,69.8,75.75,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",31/1/2018,27,17.2,20.6,,27.5,32.56,,,18.6,89.86,,13,88.9,81.43,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",1/2/2018,28,17.2,21.3,,28.9,24,,,18.6,65.56,,15.5,74,82.03,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",2/2/2018,27,18,19.8,,28.5,4.13,,,23.6,87.27,,11.7,67.7,88.73,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",3/2/2018,27,17,21.5,,27.9,0,,,18.4,112.75,,13.3,51.3,79.98,Partially cloudy,No,No
"Harare, Zimbabwe",4/2/2018,25,17.8,20.2,,,0,,,18.4,60,,14.2,89.2,86.86,Overcast,No,Yes
"Harare, Zimbabwe",5/2/2018,24,16.8,19.3,,,21.98,,,20.5,85.17,,12.2,95,88.65,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",6/2/2018,25,17,20.8,,,27.42,,,27.7,85.56,,14,84.6,80.68,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",7/2/2018,27,17,21.3,,27.5,3.84,,,20.5,79.55,,14.8,69.6,71.75,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",8/2/2018,26,16,19.9,,,0,,,14.8,86.43,,11.9,53.6,76.47,Partially cloudy,No,No
"Harare, Zimbabwe",9/2/2018,22,16,18.3,,,0,,,16.6,82.67,,11.5,74.2,79.98,Partially cloudy,No,Yes
"Harare, Zimbabwe",10/2/2018,18,16,16.8,,,19.78,,,20.5,121.47,,8.2,100,94.2,"Rain, Overcast",Yes,No
"Harare, Zimbabwe",11/2/2018,21,16,18,,,0,,,18.4,100.53,,10.6,94.9,92.67,Overcast,No,Yes
"Harare, Zimbabwe",12/2/2018,25,16.1,18.9,,,29.9,,,22.3,66.57,,14.4,91.8,89.47,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",13/2/2018,23.2,17,18.6,,,4.01,,,27.7,136.25,,14.1,89.7,91.4,"Rain, Overcast",Yes,No
"Harare, Zimbabwe",14/2/2018,26,16,20.7,,,0,,,20.5,99.64,,13.6,69.6,80.36,Partially cloudy,No,No
"Harare, Zimbabwe",15/2/2018,27,17,21.2,,27.7,0,,,18.4,108.5,,15.1,61.5,79.3,Partially cloudy,No,No
"Harare, Zimbabwe",16/2/2018,25,19,21.7,,,0,,,23.6,152.64,,16,85.8,77.15,Overcast,No,No
"Harare, Zimbabwe",17/2/2018,27.2,18,21.6,,28.3,0,,,31.7,92.27,,12.2,65.3,78.27,Partially cloudy,No,Yes
"Harare, Zimbabwe",18/2/2018,26.1,17.6,20.7,,,4,,,22.3,102.47,,16,82.3,81.62,"Rain, Overcast",Yes,No
"Harare, Zimbabwe",19/2/2018,25.5,17.7,20.9,,,0,,,15.5,65,,15.3,62.4,80.15,Partially cloudy,No,No
"Harare, Zimbabwe",20/2/2018,24.6,17,19.7,,,0,,,18.4,116.15,,14.2,51.9,87.23,Partially cloudy,No,Yes
"Harare, Zimbabwe",21/2/2018,26.1,16.1,20.9,,,0.42,,,18.4,66.17,,19.1,60.1,78.98,"Rain, Partially cloudy",Yes,Yes
"Harare, Zimbabwe",22/2/2018,27.1,17.7,23.7,,27.7,4,,,24.1,73,,18.5,77.6,69.86,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",23/2/2018,26.8,17,21.3,,27.8,35,,,14.8,59,,13.7,75.3,79.44,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",24/2/2018,26,17.7,21.8,,,1,,,9.4,100,,14.5,79.6,76.36,"Rain, Overcast",Yes,No
"Harare, Zimbabwe",25/2/2018,28,15.9,22.2,,28.6,0,,,16.6,218,,15.1,67.5,71.17,Partially cloudy,No,Yes
"Harare, Zimbabwe",26/2/2018,23.7,17,19.1,,,0.6,,,20.5,95.08,,14.6,71.8,89.69,"Rain, Partially cloudy",Yes,No
"Harare, Zimbabwe",27/2/2018,25,18,20.2,,,0,,,16.6,83.22,,16.6,83.3,86.61,Overcast,No,Yes
"Harare, Zimbabwe",28/2/2018,26,17,20.5,,,5.48,,,18.4,95.77,,14.6,85.4,81.65,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",1/3/2018,26,17,19.9,,,6.39,,,16.6,85.2,,13.9,84.3,88.18,"Rain, Overcast",Yes,Yes
"Harare, Zimbabwe",2/3/2018,24,16.1,18.6,,,38.76,,,13,45.65,,11.9,89.4,91.96,"Rain, Overcast",Yes,No
